_key,_id,_from,_to,edge_family,edge_type,field_component,join_type,origin,perspective,priority_weight,references_column,references_table,unique_id,variable_name,weight
inventory_leadtimedemand_20260703_000007:customer_order_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_006,manufacturing_graph_edge/inventory_leadtimedemand_20260703_000007:customer_order_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_006,manufacturing_graph_node/inventory_leadtimedemand_20260703_000007:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/customer_order_line:entity:structural:system:none:none,manifest,binds_table,,,,Inventory_Transactions,,,,INV_BIN_INV_CUS_006,,
inventory_leadtimedemand_20260703_000007:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_005,manufacturing_graph_edge/inventory_leadtimedemand_20260703_000007:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_005,manufacturing_graph_node/inventory_leadtimedemand_20260703_000007:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/part:entity:structural:system:none:none,manifest,binds_table,,,,Inventory_Transactions,,,,INV_BIN_INV_PAR_005,,
inventory_leadtimedemand_20260703_000007:work_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_WOR_002,manufacturing_graph_edge/inventory_leadtimedemand_20260703_000007:work_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_WOR_002,manufacturing_graph_node/inventory_leadtimedemand_20260703_000007:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/work_order:entity:structural:system:none:none,manifest,binds_table,,,,Inventory_Transactions,,,,INV_BIN_INV_WOR_002,,
inventory_maximumstock_20260703_000009:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_006,manufacturing_graph_edge/inventory_maximumstock_20260703_000009:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_006,manufacturing_graph_node/inventory_maximumstock_20260703_000009:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/part:entity:structural:system:none:none,manifest,binds_table,,,,Inventory_Transactions,,,,INV_BIN_INV_PAR_006,,
inventory_maximumstock_20260703_000009:po_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_POL_003,manufacturing_graph_edge/inventory_maximumstock_20260703_000009:po_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_POL_003,manufacturing_graph_node/inventory_maximumstock_20260703_000009:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/po_line:entity:structural:system:none:none,manifest,binds_table,,,,Inventory_Transactions,,,,INV_BIN_INV_POL_003,,
inventory_maximumstock_20260703_000009:purchase_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PUR_003,manufacturing_graph_edge/inventory_maximumstock_20260703_000009:purchase_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PUR_003,manufacturing_graph_node/inventory_maximumstock_20260703_000009:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,,,,Inventory_Transactions,,,,INV_BIN_INV_PUR_003,,
inventory_minimumstock_20260703_000008:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_007,manufacturing_graph_edge/inventory_minimumstock_20260703_000008:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_007,manufacturing_graph_node/inventory_minimumstock_20260703_000008:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/part:entity:structural:system:none:none,manifest,binds_table,,,,Inventory_Transactions,,,,INV_BIN_INV_PAR_007,,
inventory_onhandquantity_20260703_000002:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_008,manufacturing_graph_edge/inventory_onhandquantity_20260703_000002:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_008,manufacturing_graph_node/inventory_onhandquantity_20260703_000002:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/part:entity:structural:system:none:none,manifest,binds_table,,,,Inventory_Transactions,,,,INV_BIN_INV_PAR_008,,
inventory_reorderpoint_20260703_000001:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_009,manufacturing_graph_edge/inventory_reorderpoint_20260703_000001:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_009,manufacturing_graph_node/inventory_reorderpoint_20260703_000001:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/part:entity:structural:system:none:none,manifest,binds_table,,,,Inventory_Transactions,,,,INV_BIN_INV_PAR_009,,
inventory_safetystock_20260703_000006:customer_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_007,manufacturing_graph_edge/inventory_safetystock_20260703_000006:customer_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_007,manufacturing_graph_node/inventory_safetystock_20260703_000006:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/customer_order:entity:structural:system:none:none,manifest,binds_table,,,,Inventory_Transactions,,,,INV_BIN_INV_CUS_007,,
inventory_safetystock_20260703_000006:customer_order_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_008,manufacturing_graph_edge/inventory_safetystock_20260703_000006:customer_order_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_008,manufacturing_graph_node/inventory_safetystock_20260703_000006:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/customer_order_line:entity:structural:system:none:none,manifest,binds_table,,,,Inventory_Transactions,,,,INV_BIN_INV_CUS_008,,
inventory_safetystock_20260703_000006:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_010,manufacturing_graph_edge/inventory_safetystock_20260703_000006:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_010,manufacturing_graph_node/inventory_safetystock_20260703_000006:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/part:entity:structural:system:none:none,manifest,binds_table,,,,Inventory_Transactions,,,,INV_BIN_INV_PAR_010,,
inventory_safetystock_20260703_000006:work_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_WOR_003,manufacturing_graph_edge/inventory_safetystock_20260703_000006:work_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_WOR_003,manufacturing_graph_node/inventory_safetystock_20260703_000006:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/work_order:entity:structural:system:none:none,manifest,binds_table,,,,Inventory_Transactions,,,,INV_BIN_INV_WOR_003,,
inventory_transaction:class:structural:system:has_column:SYS_HAS_INV_CLA_001,manufacturing_graph_edge/inventory_transaction:class:structural:system:has_column:SYS_HAS_INV_CLA_001,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:class:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_INV_CLA_001,,
inventory_transaction:created_at:structural:system:has_column:SYS_HAS_INV_CRE_002,manufacturing_graph_edge/inventory_transaction:created_at:structural:system:has_column:SYS_HAS_INV_CRE_002,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:created_at:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_INV_CRE_002,,
inventory_transaction:part_id:structural:system:has_column:SYS_HAS_INV_PAR_001,manufacturing_graph_edge/inventory_transaction:part_id:structural:system:has_column:SYS_HAS_INV_PAR_001,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:part_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_INV_PAR_001,,
inventory_transaction:part_id:structural:system:references:SYS_REF_INV_PAR_001,manufacturing_graph_edge/inventory_transaction:part_id:structural:system:references:SYS_REF_INV_PAR_001,manufacturing_graph_node/inventory_transaction:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,,,fk_declared,system,,part_id,part,SYS_REF_INV_PAR_001,,
inventory_transaction:po_id:structural:system:has_column:SYS_HAS_INV_POI_001,manufacturing_graph_edge/inventory_transaction:po_id:structural:system:has_column:SYS_HAS_INV_POI_001,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:po_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_INV_POI_001,,
inventory_transaction:po_id:structural:system:references:SYS_REF_INV_POI_001,manufacturing_graph_edge/inventory_transaction:po_id:structural:system:references:SYS_REF_INV_POI_001,manufacturing_graph_node/inventory_transaction:po_id:structural:system:none:none,manufacturing_graph_node/purchase_order:po_id:structural:system:none:none,structural,references,,,fk_declared,system,,po_id,purchase_order,SYS_REF_INV_POI_001,,
inventory_transaction:quantity:structural:system:has_column:SYS_HAS_INV_QUA_001,manufacturing_graph_edge/inventory_transaction:quantity:structural:system:has_column:SYS_HAS_INV_QUA_001,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:quantity:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_INV_QUA_001,,
inventory_transaction:site_id:semantic:Inventory_Transactions:resolves_to:INV_RES_INV_SIT_F69B54C2,manufacturing_graph_edge/inventory_transaction:site_id:semantic:Inventory_Transactions:resolves_to:INV_RES_INV_SIT_F69B54C2,manufacturing_graph_node/inventory_transaction:site_id:structural:system:none:none,manufacturing_graph_node/WarehouseLocation:entity:semantic:canonical:none:none,semantic,resolves_to,1,,,Inventory_Transactions,3,,,INV_RES_INV_SIT_F69B54C2,,1
inventory_transaction:site_id:structural:system:has_column:SYS_HAS_INV_SIT_001,manufacturing_graph_edge/inventory_transaction:site_id:structural:system:has_column:SYS_HAS_INV_SIT_001,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:site_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_INV_SIT_001,,
inventory_transaction:site_id:structural:system:references:SYS_REF_INV_SIT_001,manufacturing_graph_edge/inventory_transaction:site_id:structural:system:references:SYS_REF_INV_SIT_001,manufacturing_graph_node/inventory_transaction:site_id:structural:system:none:none,manufacturing_graph_node/site:site_id:structural:system:none:none,structural,references,,,fk_declared,system,,site_id,site,SYS_REF_INV_SIT_001,,
inventory_transaction:trans_date:structural:system:has_column:SYS_HAS_INV_TRA_001,manufacturing_graph_edge/inventory_transaction:trans_date:structural:system:has_column:SYS_HAS_INV_TRA_001,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:trans_date:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_INV_TRA_001,,
inventory_transaction:transaction_id:structural:system:has_column:SYS_HAS_INV_TRA_002,manufacturing_graph_edge/inventory_transaction:transaction_id:structural:system:has_column:SYS_HAS_INV_TRA_002,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:transaction_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_INV_TRA_002,,
inventory_transaction:type:semantic:Inventory_Transactions:resolves_to:INV_RES_INV_TYP_B9C0250F,manufacturing_graph_edge/inventory_transaction:type:semantic:Inventory_Transactions:resolves_to:INV_RES_INV_TYP_B9C0250F,manufacturing_graph_node/inventory_transaction:type:structural:system:none:none,manufacturing_graph_node/StockMovementDirection:entity:semantic:canonical:none:none,semantic,resolves_to,1,,,Inventory_Transactions,3,,,INV_RES_INV_TYP_B9C0250F,,1
inventory_transaction:type:structural:system:has_column:SYS_HAS_INV_TYP_001,manufacturing_graph_edge/inventory_transaction:type:structural:system:has_column:SYS_HAS_INV_TYP_001,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:type:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_INV_TYP_001,,
inventory_transaction:wo_id:structural:system:has_column:SYS_HAS_INV_WOI_001,manufacturing_graph_edge/inventory_transaction:wo_id:structural:system:has_column:SYS_HAS_INV_WOI_001,manufacturing_graph_node/inventory_transaction:entity:structural:system:none:none,manufacturing_graph_node/inventory_transaction:wo_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_INV_WOI_001,,
inventory_transaction:wo_id:structural:system:references:SYS_REF_INV_WOI_001,manufacturing_graph_edge/inventory_transaction:wo_id:structural:system:references:SYS_REF_INV_WOI_001,manufacturing_graph_node/inventory_transaction:wo_id:structural:system:none:none,manufacturing_graph_node/work_order:wo_id:structural:system:none:none,structural,references,,,fk_declared,system,,wo_id,work_order,SYS_REF_INV_WOI_001,,
labor_ticket:burden_cost:structural:system:has_column:SYS_HAS_LAB_BUR_001,manufacturing_graph_edge/labor_ticket:burden_cost:structural:system:has_column:SYS_HAS_LAB_BUR_001,manufacturing_graph_node/labor_ticket:entity:structural:system:none:none,manufacturing_graph_node/labor_ticket:burden_cost:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_LAB_BUR_001,,
labor_ticket:clock_in:structural:system:has_column:SYS_HAS_LAB_CLO_001,manufacturing_graph_edge/labor_ticket:clock_in:structural:system:has_column:SYS_HAS_LAB_CLO_001,manufacturing_graph_node/labor_ticket:entity:structural:system:none:none,manufacturing_graph_node/labor_ticket:clock_in:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_LAB_CLO_001,,
labor_ticket:clock_out:structural:system:has_column:SYS_HAS_LAB_CLO_002,manufacturing_graph_edge/labor_ticket:clock_out:structural:system:has_column:SYS_HAS_LAB_CLO_002,manufacturing_graph_node/labor_ticket:entity:structural:system:none:none,manufacturing_graph_node/labor_ticket:clock_out:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_LAB_CLO_002,,
labor_ticket:created_at:structural:system:has_column:SYS_HAS_LAB_CRE_001,manufacturing_graph_edge/labor_ticket:created_at:structural:system:has_column:SYS_HAS_LAB_CRE_001,manufacturing_graph_node/labor_ticket:entity:structural:system:none:none,manufacturing_graph_node/labor_ticket:created_at:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_LAB_CRE_001,,
labor_ticket:employee_id:structural:system:has_column:SYS_HAS_LAB_EMP_001,manufacturing_graph_edge/labor_ticket:employee_id:structural:system:has_column:SYS_HAS_LAB_EMP_001,manufacturing_graph_node/labor_ticket:entity:structural:system:none:none,manufacturing_graph_node/labor_ticket:employee_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_LAB_EMP_001,,
labor_ticket:labor_cost:structural:system:has_column:SYS_HAS_LAB_LAB_001,manufacturing_graph_edge/labor_ticket:labor_cost:structural:system:has_column:SYS_HAS_LAB_LAB_001,manufacturing_graph_node/labor_ticket:entity:structural:system:none:none,manufacturing_graph_node/labor_ticket:labor_cost:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_LAB_LAB_001,,
labor_ticket:resource_id:structural:system:has_column:SYS_HAS_LAB_RES_001,manufacturing_graph_edge/labor_ticket:resource_id:structural:system:has_column:SYS_HAS_LAB_RES_001,manufacturing_graph_node/labor_ticket:entity:structural:system:none:none,manufacturing_graph_node/labor_ticket:resource_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_LAB_RES_001,,
